"2009","SOUND EDITING","AVATAR",0
"2009","SOUND EDITING","THE HURT LOCKER",1
"2009","SOUND EDITING","INGLOURIOUS BASTERDS",0
"2009","SOUND EDITING","STAR TREK",0
"2009","SOUND EDITING","UP",0
"2009","VISUAL EFFECTS","AVATAR",1
"2009","VISUAL EFFECTS","DISTRICT 9",0
"2009","VISUAL EFFECTS","STAR TREK",0
"2009","WRITING","DISTRICT 9",0
"2009","WRITING","AN EDUCATION",0
"2009","WRITING","IN THE LOOP",0
"2009","WRITING","PRECIOUS: BASED ON THE NOVEL 'PUSH' BY SAPPHIRE",1
"2009","WRITING","UP IN THE AIR",0
"2009","WRITING","THE HURT LOCKER",1
"2009","WRITING","INGLOURIOUS BASTERDS",0
"2009","WRITING","THE MESSENGER",0
"2009","WRITING","A SERIOUS MAN",0
"2009","WRITING","UP",0
"2008","ACTOR -- LEADING ROLE","THE VISITOR",0
"2008","ACTOR -- LEADING ROLE","FROST/NIXON",0
"2008","ACTOR -- LEADING ROLE","MILK",1
"2008","ACTOR -- LEADING ROLE","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","ACTOR -- LEADING ROLE","THE WRESTLER",0
"2008","ACTOR -- SUPPORTING ROLE","MILK",0
"2008","ACTOR -- SUPPORTING ROLE","TROPIC THUNDER",0
"2008","ACTOR -- SUPPORTING ROLE","DOUBT",0
"2008","ACTOR -- SUPPORTING ROLE","THE DARK KNIGHT",1
"2008","ACTOR -- SUPPORTING ROLE","REVOLUTIONARY ROAD",0
"2008","ACTRESS -- LEADING ROLE","RACHEL GETTING MARRIED",0
"2008","ACTRESS -- LEADING ROLE","CHANGELING",0
"2008","ACTRESS -- LEADING ROLE","FROZEN RIVER",0
"2008","ACTRESS -- LEADING ROLE","DOUBT",0
"2008","ACTRESS -- LEADING ROLE","THE READER",1
"2008","ACTRESS -- SUPPORTING ROLE","DOUBT",0
"2008","ACTRESS -- SUPPORTING ROLE","VICKY CRISTINA BARCELONA",1
"2008","ACTRESS -- SUPPORTING ROLE","DOUBT",0
"2008","ACTRESS -- SUPPORTING ROLE","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","ACTRESS -- SUPPORTING ROLE","THE WRESTLER",0
